"CASE_ID","MERCHANT_ID","OPENED_DATE","CASE_CATEGORY","PRIORITY","CASE_THEME","CASE_TEXT"
"CS-000903",559,"2025-09-02","Settlement Query","P2 - High","settlement_query","Merchant calling again about batch from Saturday that won't settle - 47 transactions totaling €1,834.60 stuck in pending status. Same issue occurred two weeks ago with different batch. Terminal ID PAX-A920-4471 common to both incidents."
"CS-000904",67534,"2025-06-19","Settlement Query","P2 - High","settlement_query","Follow-up contact regarding SEPA payout delays to Greek bank account. Merchant still waiting on settlements from last Wednesday and Friday, totaling €5,670. Previous ticket escalated but no resolution provided yet."
"CS-000905",1783,"2025-09-21","Settlement Query","P2 - High","settlement_query","This is the merchant's second call this week about mismatched settlement amounts. Today's payout €890 short of the €4,567 expected from weekend trading. Still awaiting breakdown report promised during Monday's call."
"CS-000906",482090,"2025-07-24","Settlement Query","P2 - High","settlement_query","Repeat issue with Amex transactions not included in main settlement file. Merchant received €6,200 today but expecting €7,450 including 18 Amex payments. Same problem occurred on 3rd of this month per case #8756."
"CS-000907",696493,"2025-08-28","Settlement Query","P3 - Medium","settlement_query","Merchant back regarding incorrect bank details update - settlements still going to old account despite form submitted twice. Last payout of €2,340 went to closed account yesterday. Urgent correction needed before tomorrow's settlement run."
"CS-000908",686733,"2025-06-27","Settlement Query","P2 - High","settlement_query","Another call about split settlements causing reconciliation problems. Merchant received three separate payouts today instead of one consolidated amount. This continues despite previous assurances issue was resolved in ticket #9288."
"CS-000909",2350,"2025-06-09","Settlement Query","P3 - Medium","settlement_query","Follow-up on missing Thursday settlement now five business days overdue. Amount €8,920 from 134 transactions still not received. Merchant extremely frustrated as previous case closed prematurely without confirming funds transfer."
"CS-000910",41870,"2025-08-13","Settlement Query","P3 - Medium","settlement_query","Merchant reporting third consecutive week of Sunday batch failing to settle. This week's batch €1,567.80 from 43 transactions still pending. Previous two incidents eventually settled after manual intervention but root cause not addressed."
"CS-000911",1810,"2025-07-19","Settlement Query","P2 - High","settlement_query","Repeat caller about settlement timing - payouts still arriving at 4pm instead of morning as supposedly changed after last month's request. Merchant needs earlier settlement for cash flow purposes. Case #8934 marked complete but change never implemented."
"CS-000912",115461,"2025-07-22","Settlement Query","P3 - Medium","settlement_query","Another discrepancy on this account - €445.60 difference between expected and received settlement today. Merchant provided transaction logs during previous call last Tuesday but still no explanation received. Requesting immediate reconciliation."
"CS-000913",47007,"2025-07-11","Settlement Query","P3 - Medium","settlement_query","Third time merchant has contacted about refunds not deducting correctly from settlements. Today's payout €234 higher than expected after processing €789 in refunds yesterday. Same calculation error as reported in previous two cases."
"CS-000914",36749,"2025-09-28","Settlement Query","P2 - High","settlement_query","Follow-up regarding batch settlement failure from last Monday - merchant confirms funds never arrived and new batch from yesterday also hasn't settled. Total outstanding now €6,780 across both batches. Previous ticket #9156 shows no progress updates."
"CS-000915",25327,"2025-06-03","Settlement Query","P2 - High","settlement_query","Merchant calling back about Portuguese bank account validation still pending after two weeks. Cannot receive settlements until account verified. Submitted documentation three times now. Urgent resolution needed as €14,500 in settlements held."
"CS-000916",190950,"2025-07-26","Settlement Query","P3 - Medium","settlement_query","Repeat contact about Clover Station Duo terminal transactions not appearing in settlement reports. Merchant received €3,100 today but terminal shows €4,650 processed. Same terminal had identical issue reported nine days ago in case #9201."
"CS-000917",28545,"2025-06-02","Settlement Query","P3 - Medium","settlement_query","Another call regarding weekend settlements missing from Monday's payout. Merchant received only €2,340 for Friday transactions but Saturday and Sunday batches totaling €5,890 not included. This is third weekend in row with same problem."
"CS-000918",109393,"2025-08-10","Settlement Query","P2 - High","settlement_query","Follow-up on reserve account deduction query from last week - merchant still doesn't understand why €1,200 withheld from yesterday's settlement of €8,450. Previous explanation unclear and merchant requesting detailed breakdown of reserve calculation methodology."
"CS-000919",12835,"2025-08-22","Settlement Query","P3 - Medium","settlement_query","Merchant back about contactless transaction batch that won't close. 89 contactless payments from Tuesday totaling €1,267.50 still showing pending. Same issue occurred with contactless batch two weeks ago requiring manual settlement team intervention."
"CS-000920",106178,"2025-08-14","Settlement Query","P3 - Medium","settlement_query","Third contact about settlement schedule change request not actioned. Merchant still receiving Tuesday and Friday payouts but requested switch to weekly Monday settlements four weeks ago. Cases #8845 and #9067 both closed without implementing change."
"CS-000921",1227470,"2025-08-25","Settlement Query","P3 - Medium","settlement_query","Repeat issue with card scheme fees deducted incorrectly from settlement. Merchant received €7,650 today but calculations show €7,890 expected after fees. This is fifth time in two months fees haven't matched agreed rate schedule. Requesting urgent fee audit."
"CS-000922",170444,"2025-07-18","Settlement Query","P3 - Medium","settlement_query","Merchant called about missing settlement for Friday batch. Expected €2,847.50 but nothing received in bank account by Monday morning. Checking with finance team."
"CS-000923",103,"2025-08-03","Settlement Query","P3 - Medium","settlement_query","Payout amount short by €156. Merchant claims batch total was €3,200 but only €3,044 arrived. Need to pull transaction report for Wednesday to reconcile."
"CS-000924",1284712,"2025-08-07","Settlement Query","P3 - Medium","settlement_query","Settlement schedule query from new merchant in Portugal. Currently on T+2, wants to know eligibility for T+1 and any fee implications."
"CS-000925",2225,"2025-06-03","Settlement Query","P3 - Medium","settlement_query","Batch from Saturday evening not settled. 47 Visa transactions totaling €1,923.40 stuck in pending status. Terminal ID ending in 4782."
"CS-000926",1861,"2025-09-24","Settlement Query","P2 - High","settlement_query","Merchant received €890 instead of expected €1,200 for Thursday's trading. Likely chargebacks or refunds deducted but need to confirm breakdown."
"CS-000927",587332,"2025-08-08","Settlement Query","P3 - Medium","settlement_query","Bank details update request. Merchant changing from Deutsche Bank to Commerzbank. Requires new IBAN validation before next settlement cycle."
"CS-000928",288,"2025-09-04","Settlement Query","P2 - High","settlement_query","Missing payout for €4,567.89 from Tuesday batch. Merchant's bank confirmed no incoming payment. Escalating to settlements operations."
"CS-000929",44246,"2025-09-03","Settlement Query","P3 - Medium","settlement_query","Mastercard transactions from weekend not included in Monday settlement. 23 transactions worth approximately €780. Investigating batch closure issue."
"CS-000930",1575224,"2025-06-18","Settlement Query","P3 - Medium","settlement_query","Merchant in Athens asking why settlement is €340 less than terminal Z report shows. Need to check if reserve holdback applies to this account."
"CS-000931",128736,"2025-07-10","Settlement Query","P3 - Medium","settlement_query","Friday payout delayed. Merchant expecting €5,200 by Monday but still not received Tuesday afternoon. Bank holiday in Netherlands may be factor."
"CS-000932",905747,"2025-06-23","Settlement Query","P3 - Medium","settlement_query","Batch totaling €12,450 from Wednesday closed but not settled. 156 transactions across three terminals. Checking for technical issues with acquirer processor."
"CS-000933",169474,"2025-08-09","Settlement Query","P3 - Medium","settlement_query","Incorrect bank account details on file causing settlement rejections. Merchant provided updated IBAN for Austrian bank. Reprocessing last three payouts."
"CS-000934",1376838,"2025-06-13","Settlement Query","P3 - Medium","settlement_query","Merchant disputes settlement amount of €2,100 received Thursday. Claims daily takings were €2,450. Reviewing transaction logs and refund activity."
"CS-000935",430581,"2025-08-14","Settlement Query","P3 - Medium","settlement_query","Settlement schedule confusion. Merchant thought they were on daily payouts but appears to be weekly. Clarifying terms and checking contract."
"CS-000936",105140,"2025-08-23","Settlement Query","P3 - Medium","settlement_query","€680 payout missing from Saturday batch. 34 contactless Visa transactions. Terminal model V400m. Merchant called twice already."
"CS-000937",1403636,"2025-09-15","Settlement Query","P3 - Medium","settlement_query","Payout received but €200 short. Identified €150 chargeback from previous week and €50 in monthly fees. Sending detailed statement to merchant."
"CS-000938",17377,"2025-09-08","Settlement Query","P3 - Medium","settlement_query","Batch from Monday night failed to settle. €3,890 across 89 transactions. Terminal didn't transmit properly. Manually forcing settlement."
"CS-000939",194317,"2025-09-14","Settlement Query","P3 - Medium","settlement_query","Merchant in Belgium asking about split settlement options. Wants Visa payments to one account and Mastercard to another. Checking if system supports this."
"CS-000940",1787182,"2025-06-23","Settlement Query","P3 - Medium","settlement_query","Expected €1,567 on Friday, received €1,420. Difference appears to be scheme fees and interchange adjustments. Merchant wants itemized breakdown."
"CS-000941",34869,"2025-09-25","Terminal Fault","P2 - High","terminal_fault","Merchant reports Clover Flex terminal displaying ""Connection Failed - Error 0x4A2B"" when attempting to initialize morning batch at 08:15 CET. Device shows full 4G signal strength but cannot establish TLS handshake with acquiring host. Advised merchant to verify APN settings and confirmed last successful transaction was previous evening at 22:47 for €87.30 Mastercard contactless."
"CS-000942",5,"2025-08-22","Terminal Fault","P1 - Critical","terminal_fault","PAX A920 unit at café location in Lyon repeatedly rejecting chip insertions on Wednesday morning rush between 07:30-09:15, affecting approximately 23 transactions. Contactless payments under €50 processing normally but EMV chip reader returns ""Card Read Error"" after 8-10 second delay. Merchant cleaned chip contacts per initial troubleshooting; issue persists across multiple Visa and Maestro cards."
"CS-000943",203047,"2025-06-03","Terminal Fault","P2 - High","terminal_fault","Clover Station Duo thermal printer producing blank receipts since Tuesday afternoon despite display showing ""Print Successful"" message. Tested print function through terminal diagnostics menu - self-test prints correctly with all characters visible, but customer transaction receipts at 14:23 (€156.80), 14:45 (€23.50), and 15:02 (€299.00) all printed completely blank. Paper roll confirmed as correct 57mm thermal specification."
"CS-000944",35573,"2025-08-21","Terminal Fault","P2 - High","terminal_fault","Terminal firmware version 8.12.004 on Clover Flex causing application timeout during Amex authorizations specifically. Visa and Mastercard transactions complete in 3-4 seconds, but American Express attempts hang at ""Authorizing..."" for 45+ seconds before returning ""Transaction Timeout - Code 91"". Merchant processing approximately 15-20 Amex transactions daily; issue began immediately following automatic firmware push on Sunday night."
"CS-000945",150805,"2025-09-09","Terminal Fault","P2 - High","terminal_fault","Merchant in Dublin reports intermittent Ethernet connectivity on Clover Station Duo - device drops connection mid-transaction approximately every 90 minutes. Transaction at 11:34 for €445.67 failed during authorization phase; customer re-presented card at 11:38 successfully. Network cable and router port tested with laptop showing stable connection. Terminal event log shows ""ETH_LINK_DOWN"" entries correlating with transaction failures."
"CS-000946",6,"2025-07-18","Terminal Fault","P2 - High","terminal_fault","PAX S920 battery draining completely within 2 hours despite full overnight charge, down from normal 8-hour operational window. Device shows battery health at 47% in diagnostics menu. Merchant operates mobile food truck in Amsterdam requiring untethered operation; current battery performance making device unusable for lunch service 12:00-15:00. Unit is 14 months old, outside standard warranty period."
"CS-000947",418002,"2025-06-15","Terminal Fault","P1 - Critical","terminal_fault","Clover Flex integrated with Lightspeed POS returning ""Invalid Response Format"" error when processing refunds over €100. Tested refund of €45.30 - processed successfully. Attempted refund of €156.00 - terminal displays error code E-REF-003 and transaction aborts. Sale transactions of all amounts processing normally. Issue isolated to refund function only, began after POS software update to version 3.8.2 on Thursday."
"CS-000948",1153,"2025-06-09","Terminal Fault","P2 - High","terminal_fault","Contactless reader on Clover Station Duo not responding to tap attempts - no beep, no LED indication, no screen response. Merchant in Porto reports chip and PIN functionality working normally for all transaction types. Tested with multiple contactless cards (Visa, Mastercard) and mobile wallets - zero response from NFC antenna. Last successful contactless transaction logged at 16:23 yesterday for €34.20."
"CS-000949",1203065,"2025-06-28","Terminal Fault","P1 - Critical","terminal_fault","Terminal displaying ""Tamper Detected - Device Locked"" message on PAX A77 after merchant relocated device from front counter to back office temporarily during renovation work. Device was powered down properly before moving, powered up in new location at 09:00 Monday. All transaction attempts blocked with tamper error. Merchant confirms device was not opened, dropped, or physically damaged during relocation."
"CS-000950",290080,"2025-08-25","Terminal Fault","P2 - High","terminal_fault","Clover Flex stuck in continuous reboot loop - device powers on, displays boot logo, reaches ""Loading Application..."" screen, then restarts. Cycle repeats every 35-40 seconds. Merchant unable to access any menus or functions. Issue began mid-transaction at 13:47 during €89.50 Visa Debit authorization. Customer's card was not charged per bank confirmation. Device was functioning normally all morning with 34 successful transactions processed."
"CS-000951",83647,"2025-06-10","Terminal Fault","P2 - High","terminal_fault","Receipt printer on Clover Station Duo producing heavily faded output - text barely legible on merchant and customer copies. Installed fresh thermal paper roll (confirmed correct specification), cleaned print head with IPA wipe per procedure. Test print shows same fading issue. Printer darkness setting already at maximum (level 5). Merchant in Brussels requires legible receipts for VAT compliance; currently handwriting transaction details as workaround."
"CS-000952",2669,"2025-08-21","Terminal Fault","P1 - Critical","terminal_fault","PAX IM30 showing ""Encryption Key Error - Contact Support"" on startup. Device completed end-of-day settlement normally at 23:15 Saturday night (batch total €4,567.80 across 127 transactions). Sunday morning power-on at 10:00 displays key error and prevents any transaction processing. Terminal status shows ""Key Injection Required"" in diagnostics. Device is 8 months old, no recent configuration changes reported by merchant."
"CS-000953",1360572,"2025-09-26","Terminal Fault","P2 - High","terminal_fault","Merchant reports Clover Flex processing transactions successfully but terminal not communicating transaction data to POS system. Payment amounts not automatically populating in integrated till software since Wednesday morning. Manual verification shows all 67 transactions Thursday actually authorized and settled correctly with acquirer, but POS shows zero payment records. Serial connection between devices tested and confirmed active."
"CS-000954",520625,"2025-08-04","Terminal Fault","P2 - High","terminal_fault","Clover Station Duo displaying ""Memory Full - Cannot Process"" error despite merchant performing daily settlement. Device storage shows 94% capacity utilized in diagnostics menu. Merchant in Athens processes high transaction volume (300-400 daily) but performs settlement every evening. Attempted manual deletion of old batch data through terminal menu - option greyed out and inaccessible. Last successful transaction Wednesday 18:34 for €67.90 before error began appearing."
"CS-000955",83933,"2025-06-20","Terminal Fault","P2 - High","terminal_fault","PAX S300 PIN pad not registering button presses reliably - customers must press keys multiple times for input to register. Issue affects numeric keys 3, 6, and 9 specifically. Merchant reports approximately 40% of chip and PIN transactions requiring multiple attempts since Monday. Contactless and chip-no-PIN transactions unaffected. Tested PIN entry in diagnostic mode - keys 3, 6, 9 require firm pressure and sometimes double-press to register."
"CS-000956",22139,"2025-08-05","Terminal Fault","P1 - Critical","terminal_fault","Terminal running application version 2.4.1 incompatible with newly issued Maestro cards featuring updated chip specification. Older Maestro cards processing normally, but cards issued after June 2024 returning ""Card Not Supported"" error. Affected approximately 8 transactions Friday between 14:00-17:30. Visa, Mastercard, and Amex cards all processing without issue. Merchant in Vienna requires urgent application update to support new card specification."
"CS-000957",1148343,"2025-06-17","Terminal Fault","P1 - Critical","terminal_fault","Clover Flex Bluetooth connection to kitchen printer dropping every 15-20 minutes requiring manual re-pairing. Wired receipt printer on terminal functioning correctly. Kitchen printer located approximately 8 meters from terminal with clear line of sight. Connection stable for first 3 weeks of operation, intermittent drops began Tuesday. Merchant operates restaurant in Milan requiring kitchen order printing for 80-100 covers per service."
"CS-000958",54935,"2025-08-10","Terminal Fault","P2 - High","terminal_fault","Clover Station Duo displaying incorrect merchant details on receipt header - showing previous business name and old address. Merchant acquired terminal from acquirer in June following business acquisition. All transactions processing and settling correctly to current merchant account, but receipt branding shows previous operator details. Merchant in Rotterdam requires correct VAT details on receipts for compliance. Terminal configuration shows correct merchant ID in settings menu."
"CS-000959",561,"2025-09-15","Terminal Fault","P2 - High","terminal_fault","PAX A920 screen unresponsive to touch input in top-right quadrant (approximately 20% of display area). Affects ability to select certain menu options and transaction types. Tested screen calibration through diagnostics - calibration completes but issue persists. Merchant reports device was not dropped or impacted. Problem began gradually over past week, now making some functions completely inaccessible. Device is 11 months old, processes average 150 transactions daily."
"CS-000960",1288705,"2025-08-22","Terminal Fault","P2 - High","terminal_fault","Terminal failing to connect via WiFi after merchant changed router on Saturday. Clover Flex shows network SSID in available networks list, accepts WPA2 password, displays ""Connected"" status briefly, then reverts to ""Connection Failed - Authentication Error"". Merchant confirmed password entered correctly (tested on laptop successfully). Previous router configuration worked without issue for 6 months. 4G SIM backup connecting successfully but merchant prefers WiFi for cost reasons."
"CS-000961",219405,"2025-08-07","Terminal Fault","P1 - Critical","terminal_fault","Clover Station Duo producing double-prints of every receipt - merchant copy prints correctly, then device automatically prints duplicate customer copy without prompt. Paper consumption doubled since issue began Thursday morning. Tested transaction at 10:23 for €12.50 - four receipts printed total (two merchant, two customer). Receipt settings in terminal configuration show ""Copies: 1"" for both receipt types. Merchant in Lisbon requesting urgent fix due to paper costs."
"CS-000962",1068569,"2025-07-13","Terminal Fault","P1 - Critical","terminal_fault","PAX S920 displaying ""SIM Card Error"" despite 4G SIM properly inserted and previously functional. Removed and reinserted SIM - no change. Tested SIM in backup terminal - works correctly with full signal. Original terminal shows ""No SIM Detected"" in network settings. Visual inspection shows no damage to SIM tray or contacts. Merchant operates market stall in Berlin requiring mobile connectivity; currently unable to process transactions at outdoor location."
"CS-000963",157498,"2025-08-03","Terminal Fault","P1 - Critical","terminal_fault","Clover Flex freezing during signature capture screen on transactions over €100 requiring signature verification. Device becomes completely unresponsive - touchscreen, buttons, and power button all non-functional. Requires power cable removal to force restart. Issue occurred on three transactions Monday: €134.50 at 11:15, €289.00 at 13:42, and €167.80 at 16:20. Transactions under signature threshold (€100) processing normally. Firmware version 7.09.112, last updated three weeks ago."
"CS-000964",114,"2025-08-25","Terminal Fault","P1 - Critical","terminal_fault","Terminal speaker producing no audio - no beep on successful contactless tap, no error tones, no keypress feedback sounds. Merchant in Galway reports issue noticed Tuesday when customers not receiving audio confirmation of contactless payments. All transactions processing correctly, only audio feedback missing. Volume setting in terminal menu shows level 4 (maximum 5). Tested diagnostic audio function - no sound output. Visual LED indicators functioning normally as alternative feedback."
"CS-000965",528386,"2025-08-15","Terminal Fault","P2 - High","terminal_fault","Clover Station Duo rejecting all Visa transactions with ""Declined - Call Issuer"" message since 08:00 this morning, but Mastercard, Maestro, and Amex processing successfully. Tested with multiple Visa cards from different issuers - all declined. Merchant processed 23 Visa transactions yesterday without issue. Terminal configuration shows Visa enabled in card scheme settings. Last successful Visa transaction logged at 19:34 last night for €78.40. No configuration changes made by merchant overnight."
"CS-000966",130145,"2025-07-06","Terminal Fault","P1 - Critical","terminal_fault","Terminal won't connect to network since this morning. Tried rebooting three times already, still nothing. Need this fixed NOW, Saturday is our busiest day."
"CS-000967",19948,"2025-06-22","Terminal Fault","P2 - High","terminal_fault","Card reader completely dead, won't read chip or contactless. Lost €340 in sales in the last hour because customers don't have cash. What's the point of having this thing?"
"CS-000968",1128509,"2025-06-28","Terminal Fault","P2 - High","terminal_fault","Receipt printer jammed again, third time this week. Customers getting annoyed asking for receipts and I'm writing them by hand like it's 1995."
"CS-000969",2061,"2025-08-17","Terminal Fault","P1 - Critical","terminal_fault","Device keeps saying ""software update required"" but won't actually update. Been stuck on this screen for 45 minutes and I've got a lunch rush starting."
"CS-000970",1052790,"2025-08-06","Terminal Fault","P2 - High","terminal_fault","Terminal worked fine yesterday, now it just shows a black screen. Unplugged it, plugged it back in, nothing. Can't take any payments."
"CS-000971",486472,"2025-06-01","Terminal Fault","P2 - High","terminal_fault","Contactless stopped working completely. Chip transactions still go through but everyone wants to tap nowadays. Losing customers over this."
"CS-000972",130264,"2025-07-07","Terminal Fault","P2 - High","terminal_fault","Printer prints blank receipts. Ink is fine, paper is fine, but nothing prints. Tried new paper roll, same problem."
"CS-000973",1,"2025-06-18","Terminal Fault","P2 - High","terminal_fault","Network connection drops every 10 minutes. Transaction goes through, then terminal disconnects, customer has to wait. Very unprofessional."
"CS-000974",202544,"2025-08-07","Terminal Fault","P1 - Critical","terminal_fault","Card reader won't accept Mastercard for some reason. Visa works fine, but Mastercard just says ""read error"" every single time."
"CS-000975",313985,"2025-08-04","Terminal Fault","P1 - Critical","terminal_fault","Firmware update failed halfway through and now the terminal is bricked. Just sits there with a loading bar that doesn't move. Been two hours."
"CS-000976",631370,"2025-08-25","Terminal Fault","P2 - High","terminal_fault","Terminal reboots itself randomly during transactions. Happened four times today already, customers think their payment didn't go through. Total mess."
"CS-000977",65448,"2025-08-03","Terminal Fault","P1 - Critical","terminal_fault","Screen is frozen on a €47.50 transaction from this morning. Can't cancel it, can't process new payments. Just stuck."
"CS-000978",48723,"2025-07-25","Terminal Fault","P2 - High","terminal_fault","Receipt printer makes horrible grinding noise and prints crooked. Paper keeps getting stuck on one side. Need replacement ASAP."
"CS-000979",24384,"2025-06-21","Terminal Fault","P1 - Critical","terminal_fault","Device won't connect via WiFi or ethernet cable. Tried both, nothing works. Internet is fine, other devices connect no problem."
"CS-000980",81996,"2025-07-16","Terminal Fault","P2 - High","terminal_fault","Card reader responds but takes 30-40 seconds to process each transaction. Customers getting impatient. Used to be instant."
"CS-000981",25529,"2025-09-24","Terminal Fault","P1 - Critical","terminal_fault","Terminal keeps asking for admin password that I never set up. Can't access settings, can't process refunds. Completely locked out."
"CS-000982",63492,"2025-08-23","Terminal Fault","P1 - Critical","terminal_fault","Printer ran out of paper mid-receipt, now it won't print anything even with new roll installed. Just flashes red light."
"CS-000983",4048,"2025-08-14","Terminal Fault","P1 - Critical","terminal_fault","Software version shows as outdated but automatic update keeps failing with error code. Can't find manual update option anywhere."
"CS-000984",992142,"2025-06-19","Terminal Fault","P1 - Critical","terminal_fault","Terminal worked Monday through Wednesday, then just stopped connecting Thursday morning. Nothing changed on our end. Still down."
"CS-000985",131219,"2025-08-06","Terminal Fault","P1 - Critical","terminal_fault","Card reader scratched somehow, now chip cards won't read properly. Contactless still works but half my customers use chip. Need new reader."
"CS-000986",1002370,"2025-09-07","Terminal Fault","P2 - High","terminal_fault","Device powers on but screen stays dim, can barely read anything. Brightness setting doesn't change it. Unusable in daylight."
"CS-000987",116592,"2025-09-28","Terminal Fault","P1 - Critical","terminal_fault","Receipt printer prints first transaction fine, then every receipt after that is blank until I reboot. Rebooting 20 times a day isn't sustainable."
"CS-000988",300855,"2025-07-01","Terminal Fault","P1 - Critical","terminal_fault","Terminal connects to network but every transaction times out. Tried 15 transactions this morning, all failed. Lost €890 in sales so far."
"CS-000989",386412,"2025-08-24","Terminal Fault","P2 - High","terminal_fault","Firmware update installed overnight without warning, now half the menu options are in German instead of English. Can't find language settings."
"CS-000990",95048,"2025-07-18","Terminal Fault","P2 - High","terminal_fault","Card reader responds to contactless but won't read chip cards at all. Tried cleaning it, still nothing. Saturday afternoon and I'm turning away customers."
"CS-000991",318273,"2025-07-18","Terminal Fault","P1 - Critical","terminal_fault","Merchant reports terminal PAX A920 failed to connect to network on Tuesday morning at 08:15, resulting in inability to process €2,847.50 in card transactions during peak breakfast service period. Device shows continuous error code E-NET-001 and requires immediate technical intervention."
"CS-000992",14933,"2025-08-04","Terminal Fault","P1 - Critical","terminal_fault","Clover Station Duo card reader unresponsive since Wednesday 14:30, causing merchant to lose approximately €5,200 in potential sales across 47 attempted transactions. Firmware version shows as 2.14.8 which may be outdated according to our records from last compliance check in June."
"CS-000993",1304489,"2025-06-21","Terminal Fault","P2 - High","terminal_fault","Receipt printer on Clover Flex 5000 has been jamming since Friday afternoon, affecting customer experience for 23 completed transactions totaling €1,456.80. Merchant requests replacement unit as this is the third printer malfunction in two months."
"CS-000994",17364,"2025-08-10","Terminal Fault","P2 - High","terminal_fault","Terminal connectivity issue reported on Monday at 11:45 with Clover Flex 5000, preventing processing of €890.25 in Mastercard transactions during lunch rush. Merchant states WiFi signal is strong but device displays ""Connection Timeout"" repeatedly."
"CS-000995",204576,"2025-08-15","Terminal Fault","P2 - High","terminal_fault","PAX S920 shows firmware version 1.02.15 but requires upgrade to 1.03.22 for PSD2 compliance, blocking all contactless payments since Thursday morning. Estimated revenue impact of €3,100 across 68 declined transactions."
"CS-000996",403265,"2025-08-14","Terminal Fault","P2 - High","terminal_fault","Merchant in Dublin reports Clover Station Duo completely unresponsive since Saturday 09:20, with black screen and no power indicator despite being connected to mains. Device was processing normally until sudden failure during a €67.40 Visa transaction."
"CS-000997",1792832,"2025-09-02","Terminal Fault","P2 - High","terminal_fault","Card reader on Clover Flex intermittently fails to read chip cards, affecting 15 out of 62 transactions on Sunday totaling €2,340.50 in failed sales. Magnetic our previous provider functionality remains operational but merchant requires chip reader repair urgently."
"CS-000998",1782,"2025-08-03","Terminal Fault","P1 - Critical","terminal_fault","Terminal PAX A77 displays ""Software Error 0x4F"" since Tuesday 16:00, preventing all transaction processing including €4,567.90 in attempted purchases. Device was functioning correctly until automatic update appeared to install incompletely."
"CS-000999",702653,"2025-09-16","Terminal Fault","P2 - High","terminal_fault","Receipt printer produces blank receipts on Clover Station Duo despite successful transaction processing, affecting customer records for €1,890.30 across 34 transactions on Wednesday. Merchant requests immediate resolution as customers are disputing charges without proof of purchase."
"CS-001000",320451,"2025-07-09","Terminal Fault","P1 - Critical","terminal_fault","Clover Flex 3500 loses network connection every 15-20 minutes since Monday, causing 12 failed transactions worth €876.45 during afternoon trading period. Merchant has restarted device six times but issue persists with error code NET-TIMEOUT-003."
"CS-001001",589166,"2025-09-24","Terminal Fault","P2 - High","terminal_fault","Terminal replacement requested for PAX S300 which has failed to power on since Thursday morning at 07:30, blocking €6,234.80 in expected daily revenue. Device is 14 months old and shows no physical damage or water ingress."
"CS-001002",207954,"2025-08-05","Terminal Fault","P2 - High","terminal_fault","Contactless reader on Clover Flex 3500 stopped accepting tap payments on Friday, forcing customers to insert cards for all 89 transactions totaling €3,456.70. Firmware version 4.2.1 appears current but NFC functionality completely non-responsive."
"CS-001003",161765,"2025-08-23","Terminal Fault","P2 - High","terminal_fault","Merchant reports Clover Station Duo displays ""Configuration Error"" since Saturday 12:15, preventing processing of €1,234.60 in American Express transactions specifically. Visa and Mastercard transactions process normally, suggesting acquirer parameter issue."
"CS-001004",340957,"2025-08-12","Terminal Fault","P2 - High","terminal_fault","PAX A920 receipt printer prints illegible faded text since Wednesday, affecting customer receipts for €2,109.40 across 56 transactions. Merchant replaced paper roll twice but issue continues, indicating potential print head failure."
"CS-001005",439933,"2025-08-08","Terminal Fault","P2 - High","terminal_fault","Terminal connectivity failure on Clover Flex since Monday 10:30 has prevented €4,890.25 in card payments across 73 attempted transactions. Device shows full 4G signal strength but returns ""Host Unavailable"" error for all payment attempts."
"CS-001006",1625921,"2025-08-22","Terminal Fault","P2 - High","terminal_fault","Clover Station Duo requires reconfiguration after displaying ""Invalid Merchant ID"" error since Tuesday, blocking €3,567.80 in transactions during peak hours between 12:00 and 15:00. Merchant states no settings were changed manually."
"CS-001007",16498,"2025-06-10","Terminal Fault","P2 - High","terminal_fault","Card reader on PAX S920 fails to recognize inserted cards on first attempt, requiring customers to reinsert 2-3 times for successful reads. Issue has affected 41 transactions worth €1,678.90 since Thursday and is worsening progressively."
"CS-001008",1392130,"2025-08-17","Terminal Fault","P2 - High","terminal_fault","Clover Flex 5000 shows firmware version 8.1.2 but requires emergency update to 8.1.5 to resolve security vulnerability, currently preventing all transactions since Friday morning. Merchant unable to process estimated €5,600 in weekend sales."
"CS-001009",175313,"2025-08-21","Terminal Fault","P1 - Critical","terminal_fault","Terminal PAX A77 receipt printer motor makes grinding noise and fails to advance paper since Saturday 14:45, affecting 28 completed transactions totaling €987.65. Device requires replacement as mechanical failure appears imminent."
"CS-001010",1625791,"2025-08-08","Terminal Fault","P2 - High","terminal_fault","Clover Station Duo loses Ethernet connection randomly throughout day since Monday, causing 19 failed transactions worth €2,345.70 between 09:00 and 18:00. Merchant has tested cable and router with no issues identified on network side."
"CS-001011",1281,"2025-08-20","Terminal Fault","P2 - High","terminal_fault","Clover Flex 5000 displays ""Memory Full"" error since Wednesday 11:20, preventing new transactions despite only processing €1,456.30 across 34 sales that day. Device may require factory reset or replacement to resolve storage issue."
"CS-001012",170766,"2025-08-20","Terminal Fault","P2 - High","terminal_fault","Card reader on PAX S300 produces ""Card Read Error"" for all contactless attempts since Tuesday, forcing chip insertion for 67 transactions totaling €2,890.45. Contact chip reader functions normally but tap functionality completely failed."
"CS-001013",1091403,"2025-08-01","Terminal Fault","P2 - High","terminal_fault","Terminal Clover Station Duo requires immediate replacement after screen cracked internally during normal operation on Thursday, making display unreadable for €4,123.80 in transactions. Merchant confirms no physical impact or mishandling occurred."
"CS-001014",142131,"2025-06-04","Terminal Fault","P2 - High","terminal_fault","Clover Flex shows incorrect date as 01/01/2020 since Friday morning, causing transaction declines worth €1,567.90 across 29 attempted payments. Device appears to have lost internal battery backup and requires reconfiguration with correct timestamp."
